,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
67,Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.0,1,0,0,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate
68,Single,1st phase - General Contingent,3,Management,Daytime,Secondary Education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Industry, Construction & Craft Workers","Skilled Industry, Construction & Craft Workers",120.1,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
69,Single,Over 23 Years Old,1,Tourism,Daytime,Secondary Education,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Industry, Construction & Craft Workers",Armed Forces Professions,100.0,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled
70,Single,2nd phase - General Contingent,1,Management,Daytime,Secondary Education,148.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers","Personal Services, Security, Safety Workers & Sellers",134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
71,Single,2nd phase - General Contingent,1,Nursing,Daytime,Secondary Education,150.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Machine Operators & Assembly Workers,Administrative Staff,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
72,Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers",Armed Forces Professions,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
73,Single,2nd phase - General Contingent,4,Tourism,Daytime,Secondary Education,118.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers","Skilled Industry, Construction & Craft Workers",111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout
74,Single,1st phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education,142.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate
75,Single,2nd phase - General Contingent,3,Management,Daytime,Secondary Education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Industry, Construction & Craft Workers",115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout
76,Single,3rd phase - General Contingent,4,Tourism,Daytime,Secondary Education,106.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Industry, Construction & Craft Workers","Skilled Industry, Construction & Craft Workers",106.0,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
77,Single,2nd phase - General Contingent,4,Journalism and Communication,Daytime,Secondary Education,121.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Machine Operators & Assembly Workers,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
78,Single,2nd phase - General Contingent,4,Nursing,Daytime,Secondary Education,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate
79,Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
80,Single,1st phase - General Contingent,6,Basic Education,Daytime,Secondary Education,114.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
81,Single,Over 23 Years Old,1,Management (evening attendance),Evening,Higher Education - Bachelor's Degree,140.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
82,Single,Over 23 Years Old,1,Agronomy,Daytime,Higher Education - Master's,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative Staff,Intellectual & Scientific Professionals,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
83,Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary Education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled
84,Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",110.0,1,0,0,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate
85,Single,Transfer,1,Nursing,Daytime,Secondary Education,160.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",161.0,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
86,Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security, Safety Workers & Sellers",100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
87,Single,2nd phase - General Contingent,1,Communication Design,Daytime,Secondary Education,124.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Student,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
88,Single,1st phase - General Contingent,6,Management,Daytime,Secondary Education,143.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
89,Single,Change of Course,2,Informatics Engineering,Daytime,Secondary Education,115.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",112.2,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
90,Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Armed Forces Professions,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
91,Single,2nd phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education,133.1,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
92,Single,International Student (Bachelor),1,Equinculture,Daytime,Secondary Education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,100.0,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
93,Married,Over 23 Years Old,1,Basic Education,Daytime,11th Year of Schooling - Not Completed,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unknown,Student,Student,115.5,0,0,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
94,Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.0,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
95,Single,International Student (Bachelor),1,Informatics Engineering,Daytime,Secondary Education,130.0,Santomean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Intellectual & Scientific Professionals,137.0,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
96,Single,1st phase - General Contingent,5,Journalism and Communication,Daytime,Secondary Education,135.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security, Safety Workers & Sellers","Personal Services, Security, Safety Workers & Sellers",124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
97,Single,1st phase - General Contingent,5,Nursing,Daytime,Secondary Education,132.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Industry, Construction & Craft Workers","Skilled Industry, Construction & Craft Workers",120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
98,Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,"Legislative & Executive Representatives, Directors, Managers",134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
99,Single,1st phase - General Contingent,4,Nursing,Daytime,Secondary Education,115.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
100,Single,Short Cycle Diploma Holders,1,Veterinary Nursing,Daytime,Professional Higher Technical Course,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
101,Single,1st phase - General Contingent,4,Animation and Multimedia Design,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110.0,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
102,Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry","Personal Services, Security, Safety Workers & Sellers",113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
103,Divorced,Over 23 Years Old,1,Agronomy,Daytime,Other - 11th Year of Schooling,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",160.0,0,0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
104,Single,3rd phase - General Contingent,1,Basic Education,Daytime,Secondary Education,123.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",117.4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
105,Single,Change of Institution/Course,1,Communication Design,Daytime,Secondary Education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intellectual & Scientific Professionals,Machine Operators & Assembly Workers,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
106,Single,1st phase - General Contingent,2,Social Service,Daytime,Secondary Education,122.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Skilled Industry, Construction & Craft Workers",118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
107,Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education,113.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
108,Single,1st phase - General Contingent,5,Nursing,Daytime,Secondary Education,111.0,Portuguese,Higher Education - Degree,Higher Education - Master's,Administrative Staff,Intermediate Level Technicians & Professions,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
109,Single,2nd phase - General Contingent,2,Basic Education,Daytime,Secondary Education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians & Professions,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
110,Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary Education,142.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry","Skilled Industry, Construction & Craft Workers",136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
111,Single,2nd phase - General Contingent,2,Management,Daytime,Secondary Education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Skilled Industry, Construction & Craft Workers",115.3,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
112,Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
113,Single,1st phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education,158.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Skilled Industry, Construction & Craft Workers",157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
114,Single,2nd phase - General Contingent,2,Nursing,Daytime,Secondary Education,122.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
115,Single,Change of Course,1,Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security, Safety Workers & Sellers",100.0,0,0,0,1,0,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
116,Single,2nd phase - General Contingent,1,Social Service,Daytime,Secondary Education,154.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",140.4,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
117,Single,2nd phase - General Contingent,1,Management,Daytime,Secondary Education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
118,Single,1st phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary Education,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",137.0,0,0,0,1,0,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
119,Single,1st phase - General Contingent,1,Management,Daytime,Secondary Education,127.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security, Safety Workers & Sellers",121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
120,Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Personal Services, Security, Safety Workers & Sellers",131.0,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
121,Single,1st phase - General Contingent,2,Management,Daytime,Secondary Education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Industry, Construction & Craft Workers",118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
